First_Level_Chinese,First_Level_English,Second_Level_Chinese,Second_Level_English,Description_2nd,Third_Level_Chinese,Third_Level_English,Description_3rd,Fourth_Level_Chinese,Fourth_Level_English,Description_4th,Label
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,战略规划信息,StrategicPlanningInformation,一般指金融业机构为开发核心竞争力、获取竞争优势所产生的战略规划数据、文档，如营销、业务发展、品牌、融资、技术开 发、人才开发、资源开发等战略信息。,资金规划信息,Fund Planning Information,指金融业机构资金统筹管理活动有关文档等数据。,M3_FPI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,战略规划信息,StrategicPlanningInformation,一般指金融业机构为开发核心竞争力、获取竞争优势所产生的战略规划数据、文档，如营销、业务发展、品牌、融资、技术开 发、人才开发、资源开发等战略信息。,人力需求规划信息,H R Demand Planning Information,指金融业机构人力资源管理活动有关文档等数据。,M3_HRDPI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,战略规划信息,StrategicPlanningInformation,一般指金融业机构为开发核心竞争力、获取竞争优势所产生的战略规划数据、文档，如营销、业务发展、品牌、融资、技术开 发、人才开发、资源开发等战略信息。,品牌战略规划信息,Brand Strategic Planning Information,指金融业机构品牌管理活动有关文档等数据。,M3_BSPI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,战略规划信息,StrategicPlanningInformation,一般指金融业机构为开发核心竞争力、获取竞争优势所产生的战略规划数据、文档，如营销、业务发展、品牌、融资、技术开 发、人才开发、资源开发等战略信息。,业务发展规划信息,Business Development PlanningInformation,指金融业机构对于未来业务发展规划过程中记录的数据，如一定时期内对业务发展方向、发展速度与质量、发展点及业务发展能力的重大选择和策略等。,M3_BDP
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,机构信息,InstitutionalInformation,指与金融业机构内部组织架构设计相关的各类信息。,基本信息（公开）,Basic Information Public,指金融业机构组织架构中，其内设部门、分支机构等己公开的基础概况记录数据，如机构编号、机构名称、机构地址、机构电话等。,M1_BIP
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,机构信息,InstitutionalInformation,指与金融业机构内部组织架构设计相关的各类信息。,基本信息（非公开）,Basic Information Non Public,指金融业机构组织架构中，其内设部门、分支机构等未直接公开的基础概况记录数据，如部门编号、部门名称、部门职责、上级账务机构编号等。,M2_BINP
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,机构信息,InstitutionalInformation,指与金融业机构内部组织架构设计相关的各类信息。,层级信息,Hierarchical Information,指金融业机构组织架构中，其内设部门、分支机构等的层级划分标识数据，如总公司、分公司、子公司等。,M2_HI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,机构信息,InstitutionalInformation,指与金融业机构内部组织架构设计相关的各类信息。,分类信息,Classification Information,指金融业机构组织架构中，其内设部门、分支机构等按不同管理要求维度进行分类的标识数据，如是否为营业机构、是否为账务机构等。,M2_CLI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,机构信息,InstitutionalInformation,指与金融业机构内部组织架构设计相关的各类信息。,证件信息,Certificate Information,指金融业机构各内设部门、分支机构等的证件信息，如统一社会信用代码 （五证合一后）、金融业机构代码证号、支付业务许可证号等。,M1_CERI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,财务会计信息,Financial Accounting Information,指金融业机构根据会计准则进行的会计确认、计量和报告过程中产生的相关数据，包括会计记录、账簿、报表等。如金融资产、其他流动资产、长期投资、固定资产、无形资产、递延资产、流动负债、非流动负债、所有者权益的确认及计量等。,M3_FAI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,企事业财务管理信息,Enterprise Financial Management Information,指企事业单位预算执行、周转金拨付和年终并账等财务管理信息。如预算核批金额、预算执行率等。,M3_EFMI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,基建财务管理信息,Capital Construction Financial Management Information,指基本建设项目管理和项目核算等信息。如基建项目代码、基建项目关张日期等。,M2_CCFMI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,管理会计信息,Management Accounting Information,指金融业机构运用管理会计工具方法，根据财务和业务数据进行加工整理形成的，满足企业价值管理和决策支持需要的各类数据。如预算、考核、成本分摊、盈亏分析等方面的报表、报告等。,M3_MAI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,财务支出信息,Financial Expenditure Information,指金融业机构开展财务开支及招标采购过程中产生的各类数据，包括供应商管理数据。如采购相关信息、费用报销信息、供应商信息等。,M3_FEI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,税务信息,Tax Information,指金融业机构的税款形成、申报、缴纳以及发票管理等过程中产生的各类数据。,M3_TAXI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,内部资金往来信息,Internal Fund Transaction Information,指金融业机构（集团）内部资金划转与借用的信息。,M3_IFTI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,支付清算汇总信息,Payment Clearing Summary Information,指金融业机构汇总的各类支付清算和结算数据，如商户结算数据（如结算周期、结算方式等）、结算单数据 （如汇总轧差金额、结算周期等）等。,M3_PCSI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,财务信息,FinancialInformation,指反映金融业机构财务收支、预算及费用分配等情况的信息。,资金渠道流通汇总信息,Summary Information Of Capital Channel Circulation,指金融业机构汇总的资金渠道流通相关数据。如渠道资金流水总额、渠道对账明细、渠道对账结果等。,M3_SIOCCC
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,资产负债信息,AssetLiabilityInformation,指金融业机构按一定的策略进行资金配置实现流动性、安全性和盈利性组合目标管理所留存的相关信息。,国库管理信息,Treasury Management Information,指金融业机构履行政府控制预算执行，保管政府资产和负债一系列管理职能所存储的相关数据。,M2_TMI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,资产负债信息,AssetLiabilityInformation,指金融业机构按一定的策略进行资金配置实现流动性、安全性和盈利性组合目标管理所留存的相关信息。,利率管理信息,Interest Rate Management Information,指金融业机构记录的中央银行对利率水平的调整数据，以及对利率政策执行情况落实过程中记录的数据。,M2_IRMI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,资产负债信息,AssetLiabilityInformation,指金融业机构按一定的策略进行资金配置实现流动性、安全性和盈利性组合目标管理所留存的相关信息。,资产负债管理信息,Asset Liability Management Information,指金融业机构在一定风险限额下，为实现经营目标而对资产负债结构进行全面的、动态的、前瞻性协调管理过程中记录的数据。,M2_ALMI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,行政信息,AdministrativeInformation,指金融业机构日常行政工作中产生的各类信息。,党务纪检信息,Party Affairs Discipline Inspection Information,指金融业机构开展党建、纪检等工作中记录的数据，如党的组织建设情况、党风廉政建设情况、纪律监督、违纪问题调查处理、受理党员和群众的来信来访等。,M2_PADII
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,行政信息,AdministrativeInformation,指金融业机构日常行政工作中产生的各类信息。,工会信息,Trade Union Information,指金融业机构开展工会工作中记录的数据，如会员信息、会费管理数据、各类活动记录等。,M2_TUI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,行政信息,AdministrativeInformation,指金融业机构日常行政工作中产生的各类信息。,章程制度信息,Articles Of Association And System Information,指金融业机构为维护正常的工作秩序，依照法律、法令、政策而制定的具有规范性或指导性与约束力的章程制度电子文档数据，如公司章程、公司财务管理制度、公司资产管理制度、IT治理制度、IT信息技术管理制度等。,M2_AOAASI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,行政信息,AdministrativeInformation,指金融业机构日常行政工作中产生的各类信息。,信息披露信息,Information Disclosure,指金融业机构发布的各类公开信息数据，如新闻、通知、公告等。,M1_ID
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,行政信息,AdministrativeInformation,指金融业机构日常行政工作中产生的各类信息。,公文信息,Official Document Information,指金融业机构日常工作中，接收或发送的按照特定体式、经过一定的处理程序形成和使用的电子文档数据，如紧急程度、发文机关标志、发文字号、签发人、标题、主送机关、正文、附件说明、发文机关署名、成文日期、 印章、附注、附件、抄送机关、印发机关、印发日期等。,M2_ODI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,行政信息,AdministrativeInformation,指金融业机构日常行政工作中产生的各类信息。,邮件信息,Mail Information,指金融业机构员工经邮件传递方式处理的各类文件信息数据，如邮件发送时间、邮件接收时间、邮件主题、邮件内容、邮件附件和图片等。,M2_MAIL
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,内控合规信息,InternalControlComplianceInformation,指金融业机构实施内控管理、合规风险管理与操作风险管理、开展合规性 审查、操作风险审查和合规及操作风险培训等工作形成的信息。,合规信息,Compliance Information,指金融业机构参照国家法律法规明文规定和要求产生的合规结果数据，如信息隔离、数据保密等。,M2_COI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,内控合规信息,InternalControlComplianceInformation,指金融业机构实施内控管理、合规风险管理与操作风险管理、开展合规性 审查、操作风险审查和合规及操作风险培训等工作形成的信息。,内部审计信息,Internal Audit Information,指金融业机构在业务开展或业务管理过程中对是否符合监管、合规和内控相关规定要求而产生的审计评估结果数据，如中长期审计规划、年度审计计划、审计方案、审计证据、审计项目编码、现场工作日期、工作底稿、审计报告（如审计目标利范围、审计依据、审计发现、审计结论、审计建议等）等。,M2_IAUI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,内控合规信息,InternalControlComplianceInformation,指金融业机构实施内控管理、合规风险管理与操作风险管理、开展合规性 审查、操作风险审查和合规及操作风险培训等工作形成的信息。,法务信息,Legal Information,指涉及金融业机构有关法律事务的数据，如合同签署、商务谈判、法律纠纷及诉讼事件处理情况等。,M2_LI
监管,Supervise,数据报送,DataSubmission,指监管机构要求金融业机构报送的各项信息,监管报送信息,RegulatorySubmissionInformation,指金融业机构按照国家及行业监管部门有关规定及要求上报的各类信息。,监管指标上报信息,Reporting Information Of Regulatory Indicators,指金融业机构按要求上报的监管指标数据，如风险资产总额、资本净额的数量和结构、核心资本充足率、资本充足率、金融资产管理公司（法人） 传统不良资产收购处置业务统计指标、金融资产管理公司〈法人）附重组条件不良资产收购业务统计指标等。,M3_RIORI
监管,Supervise,数据报送,DataSubmission,指监管机构要求金融业机构报送的各项信息,监管报送信息,RegulatorySubmissionInformation,指金融业机构按照国家及行业监管部门有关规定及要求上报的各类信息。,监管明细数据上报信息,Reporting Information Of Regulatory Detailed Data,"指金融业机构按要求上报的各类监管明细数据，如反洗钱数据（包括但不限于大额和可疑交易报告、调查协查、客户风险等级等信息）、监管标准化数据、清单级业务数据、科目级财务数据、""三会一层""信息、法人信息、机构信息、存贷款明细等。",M3_RIORDD
监管,Supervise,数据报送,DataSubmission,指监管机构要求金融业机构报送的各项信息,监管报送信息,RegulatorySubmissionInformation,指金融业机构按照国家及行业监管部门有关规定及要求上报的各类信息。,金融统计信息,Financial Statistics,指金融业机构计算的宏观统计相关数据，如财务报表、调查问卷及其他重要事项等。,M2_FS
监管,Supervise,数据收取,DataCollection,指监管机构为有效管理、风险管控，向金融业机构发送 的评价、处罚、违规、统计、预警及安全审计等信息。,评价、处罚与违规信息,EvaluationPunishmentViolationInformation,指监管机构对金融业机构的评价、处罚和违规数据。,评价、处罚与违规信息,Evaluation Punishment Violation Information,指监管机构对金融业机构的评价、处罚和违规数据，如监管机构下发的罚单、通报等。,M2_EPVI
监管,Supervise,数据收取,DataCollection,指监管机构为有效管理、风险管控，向金融业机构发送 的评价、处罚、违规、统计、预警及安全审计等信息。,监管统计及预警信息,RegulatoryStatisticsAndEarlyWarningInformation,指监管机构因监管需要，对金融业机构相关数据统计、分析、汇总、组合而成的统计信息和具有预警性质的数据。,统计分析信息,Statistical Analysis Information,指由监管机构对相关数据进行汇总、统计、分析、比对、组合而形成的数据，如系统重要性金融业机构评价指标分项得分等。,M2_SAI
监管,Supervise,数据收取,DataCollection,指监管机构为有效管理、风险管控，向金融业机构发送 的评价、处罚、违规、统计、预警及安全审计等信息。,监管统计及预警信息,RegulatoryStatisticsAndEarlyWarningInformation,指监管机构因监管需要，对金融业机构相关数据统计、分析、汇总、组合而成的统计信息和具有预警性质的数据。,预警信息,Early Warning Information,指由监管机构根据特定预警策略设置，产生的预警数据，如监管机构下发的风险预警信息等。,M2_EWI
监管,Supervise,数据收取,DataCollection,指监管机构为有效管理、风险管控，向金融业机构发送 的评价、处罚、违规、统计、预警及安全审计等信息。,外部审计信息,ExternalAuditInformation,指独立于机关和企事业单位的国家审计机构针对金融业机构在业务开展或业务管理的过程中是否符合监管、合规和内控相关规定要求进行审计产生的评估数据。,外部审计信息,External Audit Information,,M2_EAUI
